0	5.4836158	10.983619	16.467235	50.495115	271.35709
3	10.892772	1.0437651	11.936537	42.999046	121.44225
10	9.4466752	3.0798482	12.526523	49.56221	4.5797114
12	5.6326499	10.403523	16.036173	55.893699	322.16544
15	5.6847296	12.891329	18.576058	42.033551	342.82676
19	6.5935437	9.4500896	16.043633	46.493164	213.27961
19	5.7685396	12.063022	17.831561	43.55672	50.549774
25	5.793709	12.66677	18.460479	53.480176	256.91512
27	5.5721455	12.591137	18.163283	45.251317	117.69297
28	6.8451715	9.5910601	16.436231	42.497149	209.09938
32	10.033062	1.5010945	11.534156	51.555358	326.13938
34	4.8201855	16.7394	21.559585	44.181751	349.76333
41	5.1131418	15.096128	20.20927	45.111915	327.82537
42	6.6828214	9.5781765	16.260998	43.826463	281.9728
43	4.9463789	16.882172	21.828551	42.625528	53.144486
44	10.89966	1.2592006	12.158861	43.689105	107.8966
53	6.3896657	9.426243	15.815908	48.498227	252.66773
58	6.7323033	5.9016865	12.633989	57.670706	196.82942
60	5.8090335	9.8945862	15.703619	49.903535	60.357225
65	4.4914759	19.369114	23.86059	46.236223	353.88505
77	9.6583639	2.1899914	11.848355	48.839115	219.82008
79	5.3815081	10.933066	16.314574	53.548337	46.580304
80	7.3773141	7.291373	14.668687	43.619993	115.70927
80	6.2282469	11.026794	17.255041	48.605941	292.2879
86	4.8517593	17.928172	22.779931	42.289952	121.61589
88	7.0509682	6.3387056	13.389673	58.179881	5.2448715
89	10.283729	1.5683235	11.852052	45.338844	254.53896
92	5.1798128	16.018161	21.197974	43.555308	351.37022
99	6.091019	9.0781348	15.169153	51.359978	42.515906
103	5.905515	7.4441643	13.349679	42.451057	174.85908
122	4.4538605	16.781099	21.23496	45.679515	335.24344
124	6.1107637	13.258949	19.369713	66.096241	51.93172
125	5.1976557	15.555797	20.753453	42.775017	274.42968
128	8.9687603	3.0142318	11.982992	53.154278	102.58779
134	5.3995437	14.555103	19.954646	43.050151	201.56194
144	7.8600035	4.6856448	12.545648	43.636448	295.99024
146	9.2553028	0.6092667	9.8645695	63.809446	191.9441
156	7.9557795	4.8720823	12.827861	47.962183	348.1516
157	8.5576264	2.8668019	11.424428	51.091753	189.01051
159	7.2783964	6.9849805	14.263376	43.931753	28.355118
164	6.2854607	11.190967	17.476428	50.157321	37.557438
166	5.4902679	13.887222	19.37749	44.092578	207.89052
166	7.2768839	7.5085558	14.785439	45.172145	44.518978
168	4.9846576	16.513115	21.497772	46.621815	216.26911
169	7.1840965	5.0845421	12.268638	56.86728	199.85956
172	7.8337528	6.1591149	13.992867	48.269965	242.66367
175	7.9947788	5.8156779	13.810456	70.800197	277.62521
187	4.5985257	16.323972	20.922498	47.617881	126.029
189	5.9891514	11.462166	17.451317	43.344369	331.80035
191	5.0721975	14.970751	20.042948	47.154406	352.12666
200	8.8297705	4.1194267	12.949197	43.937502	341.06474
