264	0.7042529	7.3630136	8.0672665	63.953198	138.55912
268	0.8103827	5.3338163	6.1441991	73.466429	150.34557
269	0.7702148	8.1910939	8.9613087	59.384817	243.67403
270	0.8585429	4.3676023	5.2261452	77.377953	200.16595
274	0.889244	3.9260746	4.8153186	79.136792	321.12845
275	0.7313084	6.1240714	6.8553799	68.065204	272.43936
276	0.694183	6.6124685	7.3066515	67.101884	103.0058
277	0.6273335	11.693642	12.320975	46.617905	107.01246
279	0.6405737	10.067771	10.708344	51.130164	203.84576
280	0.6160578	7.8661796	8.4822374	61.712414	131.43232
282	0.7959755	5.3029005	6.0988761	74.444264	180.10899
288	0.4754575	10.352305	10.827762	51.89946	214.56468
291	0.6009247	10.017396	10.618321	53.090319	141.88007
294	0.5384357	11.168821	11.707257	48.058229	189.26947
298	0.6774001	6.4240679	7.101468	68.28112	42.922955
299	0.7777222	6.3597114	7.1374336	68.079606	323.47047
302	0.7545213	5.0701194	5.8246407	74.318482	57.506866
307	0.6919549	10.14057	10.832525	49.887872	41.558383
311	0.6313418	11.342494	11.973836	47.054173	338.21364
315	0.8033012	5.0800009	5.8833022	74.651789	332.29649
317	0.6617821	8.2235253	8.8853074	58.999176	209.6117
318	0.6872711	7.6786129	8.3658841	61.819015	337.19211
320	0.7274152	8.9013228	9.6287381	53.308016	126.43785
328	0.5562679	8.9234142	9.4796821	58.2882	199.32502
330	0.6950318	10.516086	11.211118	50.633323	320.38331
337	0.6326072	9.850317	10.482924	51.914104	99.299033
341	0.6458457	10.334692	10.980538	49.061501	129.51261
342	0.7164301	8.4433793	9.1598094	57.771552	179.2692
347	0.5500847	12.310901	12.860985	42.840772	260.01688
353	0.4907355	8.2440517	8.7347872	59.360619	119.15793
355	0.6531225	6.7194843	7.3726069	65.766616	180.4408
373	0.6430376	10.672693	11.31573	47.803589	29.27864
374	0.669106	10.817371	11.486477	47.866826	205.35494
375	0.8197219	6.1347921	6.954514	69.982842	137.72672
380	0.699402	6.3330842	7.0324863	68.503351	341.60405
385	0.5637431	8.3485014	8.9122446	60.057882	140.05115
389	0.7145131	7.2066633	7.9211764	64.176086	218.13657
