1	0.6925534	12.058454	12.751008	43.872497	146.56518
3	0.8371459	5.1838575	6.0210034	73.5613	42.133839
9	0.5990087	9.900691	10.499699	51.322199	117.87671
10	0.7453471	7.57761	8.3229572	61.268578	110.3583
11	0.6674272	12.191651	12.859079	41.699338	48.735266
13	0.7062949	6.7795955	7.4858905	66.649531	207.41931
19	5.7685396	12.063022	17.831561	43.55672	50.549774
16	0.5800302	12.221481	12.801511	42.135936	135.58281
23	0.6128556	8.2381259	8.8509815	60.186825	215.1928
25	0.558166	10.241256	10.799423	42.021514	42.981016
31	0.6358444	8.6161687	9.2520131	57.399364	116.07341
37	0.7814059	7.2901659	8.0715718	64.553377	190.22743
45	0.6518608	11.414695	12.066556	44.998373	200.44667
50	0.6470599	7.3398178	7.9868777	64.413275	54.137811
52	0.6977996	8.7881704	9.48597	56.161891	327.79004
55	0.6958728	7.2733402	7.969213	68.372125	270.30759
57	0.6899667	6.2986554	6.9886221	68.645664	294.20743
70	0.8840323	4.3755963	5.2596286	78.171438	136.71395
76	0.69965	5.3397262	6.0393762	72.891014	139.08834
77	0.9749181	3.5774833	4.5524014	79.140329	99.183938
84	0.6023012	7.0086451	7.6109463	64.919592	285.14763
85	0.6834826	7.8367175	8.5202001	61.998693	329.50903
88	0.5878618	11.547215	12.135077	47.126671	180.59344
93	0.7664776	5.3574383	6.1239159	72.631298	59.610684
96	0.6210212	11.380063	12.001085	47.268963	195.51626
101	0.6427914	5.9427126	6.5855041	55.82874	77.616553
108	0.5833546	9.9912933	10.574648	52.461153	182.94941
109	0.5945669	7.8920336	8.4866005	62.422074	249.51692
112	0.7269174	5.3549859	6.0819034	72.774048	62.475224
118	0.6138658	11.304914	11.918779	46.550479	60.248547
119	0.6283655	8.326765	8.9551306	60.080874	316.85559
121	0.5770817	8.7301998	9.3072816	59.091388	345.60897
122	0.7997722	4.9637905	5.7635628	74.451171	121.49625
132	0.7282178	5.9381492	6.666367	70.425492	346.90283
133	0.5505063	10.973515	11.524022	46.533565	185.01965
136	0.654077	7.7147897	8.3688667	62.026286	261.99414
138	0.7416232	5.8487673	6.5903905	69.93405	341.9535
167	0.6855323	7.1886397	7.8741721	64.400003	349.66386
171	0.8082352	6.157098	6.9653332	68.944183	220.96137
174	0.7216786	6.2767724	6.9984511	69.926486	269.81491
176	0.7739907	8.01161		8.7856008	61.391219	336.19605
177	0.6409212	11.641867	12.282788	45.979984	353.15378
180	0.8911634	4.1179953	5.0091587	79.383876	320.38247
185	0.8385283	5.0948023	5.9333307	73.876261	330.72553
188	0.586692	10.238277	10.82497	50.655353	176.63296
193	0.684749	7.7909875	8.4757366	60.851614	195.09841
205	0.6804383	6.5857904	7.2662288	66.376937	356.49263
206	0.6119563	12.051376	12.663332	44.97875	58.510723
208	0.8762104	4.5299602	5.4061707	76.267658	212.79263
219	0.6257459	9.3939605	10.019706	54.384758	317.45135
220	0.9493824	4.0650323	5.0144147	77.357557	143.67659
221	0.8871607	4.0964712	4.9836319	78.546257	348.00552
222	0.616372	9.5000236	10.116395	52.310513	42.266679
223	0.6309183	10.587873	11.218791	60.09796	64.829532
224	0.691576	7.5130987	8.2046748	63.116312	181.2333
225	0.5755443	8.5592724	9.1348167	58.440086	122.78262
226	0.6445823	7.4488246	8.0934069	61.429539	275.41721
229	0.6531352	7.8663649	8.5195001	60.713655	36.013555
240	0.8046772	8.7724888	9.5771661	78.014469	65.179129
247	0.9877335	3.9505697	4.9383033	79.329911	177.5704
249	0.6075162	9.7916897	10.399206	52.146234	253.15888
253	0.5028625	12.739537	13.242399	41.859602	118.98636
257	0.612795	10.028144	10.640939	51.693303	321.07117
262	0.4789683	11.881446	12.360415	44.38509	47.272751
